page;question;answer
7;Quel dossier à fournir en cas de changement du Directeur du Bureau de liaison?;"Dossier à fournir: - D emande du changement; - Décision de la nomination du nouveau Directeur + le Cv; - Copie du passeport (cas d'un directeur étranger); - Copie de la carte nationale (cas d'un directeur Algérien); - Copie du dernier Agrément. Quel dossier à fournir en cas de modification de l'adresse d'un bureau de liaison Modification de l'adresse d'un bureau de liaison Dossier à fournir - Contrat de bail de la nouvelle adresse; - Une demande; - Copie du dernier agrément. « 1 2... 4 5 6 7 8 9 10... 49 50 »"
8;Quelle est la procédure d'ouverture d'un laboratoire de prestation de service?;L a procédure d'ouverture d'un laboratoire d'analyse de la qualité est définie conformément aux dispositions du décret exécutif n°02-68 du 06 février 2002, fixant les conditions d'ouverture et d'agrément des laboratoires d'analyse de la qualité. Le postulant à l'ouverture d'un laboratoire doit avoir les qualifications requises. La demande d'autorisation d'exploitation est examinée par les services concernés du C entre A lgérien de C ontrôle de Q ualité et d' E mballage (CACQE (sis, route nationale N°5 El Alia Bab Ezzouar. L'autorisation d'exploitation est établie par le Ministre du Commerce.
8;Quelles sont les qualifications requises que doit avoir le postulant pour l'ouverture d'un laboratoire d'analyse de la qualité?;"Le postulant à l'ouverture d'un laboratoire doit avoir des qualifications requises, celles-ci doivent être justifiées par la présentation de titres universitaires en rapport avec l'activité envisagée et la spécialité demandée; A défaut de ces qualifications, le postulant est tenu de confier la responsabilité technique de l'activité du laboratoire à une personne dûment qualifiée dans le domaine d'activité."
8;Quel est le dossier à fournir pour la demande d'ouverture d'un laboratoire?;"1 - Quand il s'agit d'une personne physique: - Ses noms, prénom et adresse; - La nature de l'activité envisagée; - La qualification du postulant ou celle du responsable technique dans le domaine considéré; - Le titre de propriété du local commercial ou du bail. - Un acte de naissance; - Un certificat de nationalité; - Un extrait du casier judiciaire datant de moins de trois (3) mois; - Les copies certifiées des diplômes. 2- Quand il s'agit d'une personne morale: - Sa dénomination ou sa raison sociale, sa forme juridique et l'adresse de son siège social; - La nature de l'activité envisagée; - La qualification du postulant ou celle du responsable technique dans le domaine considéré; - Le titre de propriété du local commercial ou du bail. chacun des dirigeants produit: - Un acte de naissance; - Un extrait du casier judiciaire datant de moins de trois (3) mois; - Un certificat de nationalité."
8;A quel organisme faut-il adresser le dossier de la demande d'ouverture d'un laboratoire et par quel moyen?;Le dossier est adressé sous pli recommandé, avec accusé de réception, au Centre algérien du contrôle de la qualité et de l'emballage. Un récépissé est délivré en cas de dépôt.
8;Comment obtenir l'autorisation d'ouverture d'un laboratoire et est-ce que cette dernière permet l'exploitation du laboratoire?;Le directeur du Centre algérien du contrôle de la qualité et de l'emballage délivre au postulant l'autorisation d'ouverture d'un laboratoire après vérification de la conformité du contenu du dossier de la demande d'ouverture. Cette dernière permet l'inscription au registre du commerce mais ne donne pas le droit au titulaire à l'exploitation du laboratoire créé.
8;Où peut-on s'adresser pour avoir les coordonnées des laboratoires de la répression des fraudes?;Pour avoir les coordonnées des laboratoires de la répression des fraudes, on peut s'adresser au Centre Algérien de Contrôle de Qualité et d'Emballage (CACQE) sis route nationale N°5 El Alia Bab Ezzouar, comme on peut consulter le fichier national d'essai et d'analyses de la qualité. Ce dernier contient les coordonnées des laboratoires de la répression des fraudes ainsi que celles des laboratoires prestataires de service, répartis à travers le territoire national. Ces coordonnées concernent les adresses, les types d'analyses effectuées, les numéros des téléphones et fax et les adresses mail.
8;Y-a-t-il une possibilité de procéder à une expertise en cas de doute sur le résultat établi par vos services?;"Oui, en cas de doute sur le résultat d'une analyse effectuée par notre service, il y a une possibilité de procéder à une expertise. En effet, et conformément aux dispositions de la loi n°09-03 du 25 Février 2009 relative à la protection du consommateur et à la répression des fraudes; tout prélèvement comporte trois(03) échantillons. Le premier échantillon est transmis au laboratoire habilité à effectuer les analyses. Le deuxième et troisième échantillon constituent des échantillons témoins, l'un est conservé par les services de contrôle ayant effectué le prélèvement et l'autre est laissé sous la garde de l'intervenant concerné. Ils sont destinés à être utilisés au cours d'éventuelles expertises. Dans le cas où la présomption de fraude ou de falsification résulte des analyses, l'auteur présumé de l'infraction est avisé par le juge compétent qu'il peut prendre communication du bulletin ou du rapport du laboratoire, et qu'un délai de huit (08) jours ouvrables lui est imparti pour présenter ses observations et demander éventuellement l'expertise. Lorsque l'expertise a été demandée par l'auteur présumé de l'infraction ou lorsqu'elle a été décidé par la juridiction compétente, deux experts sont choisis; l'un par la juridiction compétente et l'autre par l'auteur présumé de l'infraction. Les analyses effectuées dans le cadre de la procédure contradictoire sont réalisées dans les laboratoires habilités en employant les méthodes officielles ou d'autres méthodes en complément."
8;Les méthodes utilisées par les laboratoires de la répression des fraudes sont-elles reconnues?;Oui, pour l'analyse des échantillons, les laboratoires de la répression des fraudes emploient des méthodes d'analyses et d'essais fixées par voie réglementaire, elles sont publiées sur le journal officiel de la République Algérienne Démocratique et Populaire ou à défaut des méthodes reconnues par des normes internationales.
8;Est-ce que les laboratoires de la répression des fraudes font la recherche des édulcorants dans les boissons?;"Oui, l'utilisation des édulcorants obéit à une réglementation. Il s'agit de l'arrêté interministériel du 7 Ramadhan 1420 correspondant au 15 décembre 1999 relatif aux conditions d'utilisation des édulcorants dans les denrées alimentaires. Les laboratoires de la répression des fraudes font la recherche des édulcorants dans les boissons; parmi ces laboratoires on peut citer à titre d'exemple: les laboratoires régionaux d'Alger et de Constantine. « 1 2... 5 6 7 8 9 10 11... 49 50 »"
9;Quel ancrage juridique?;Décret exécutif n° 05-268 du 18 Joumada Ethania 1426 correspondant au 25 juillet 2005 modifiant le décret exécutif n° 05-207 du 26 Rabie Ethani 1426 correspondant au 4 juin 2005 fixant les conditions et modalités d'ouverture et d'exploitation des établissements de divertissements et de spectacles Décret exécutif n° 05-207 du 26 Rabie Ethani 1426 correspondant au 4 juin 2005 fixant les conditions et modalités d'ouverture et d'exploitation des établissements de divertissements et de spectacles.
9;Qui est concerné?;"Établissement de divertissement: -la salle de jeux; -La vidéothèque; -la médiathèque; - le cybercafé; - l'aquaparc; - Établissement de spectacle le théâtre; le cirque;- le cabaret; la boîte de nuit ou le night-club; le dancing ou la discothèque; la salle des fêtes"
9;Est ce que ces activités sont soumises à autorisation? la durée de validité d'autorisation? Où déposer la demande d'autorisation?;"- L'exploitation de l'établissement est soumise à une autorisation préalable délivrée par le wali du lieu d'implantation après enquête publique. - L'exploitation et l'emploi au sein des établissements pré cites sont soumis aux sous réserve des dispositions particulières. l' autorisation préalable est délivrée par le wali du lieu d'implantation après enquête publique. L'autorisation d'exploitation est délivrée pour une durée de: - cinq (5) années pour les établissements de divertissements; - deux (2) années pour les établissements de spectacles. L'autorisation d'exploitation est renouvelable dans les conditions fixées par l'article 22 du présent décret."
9;Où déposer la demande d'autorisation?;La demande d'autorisation d'exploitation est déposée contre récépissé auprès des services chargés de la réglementation de la wilaya. Le récépissé de dépôt n'est délivré qu'après vérification de la conformité de la demande. Le récépissé de dépôt ne vaut pas autorisation d'exploitation.
9;Quelles sont les conditions d'âge catégorie du personnel exerçant ces activités?;"Conditions d'âge catégorie du personnel: - l'exploitant: 25 ans au minimum; - l'employé: 18 ans au minimum; Pour les établissements de spectacles: - l'exploitant: 30 ans au minimum; - l'employé: 25 ans au minimum."
9;Où déposer la demande d'autorisation?;La demande d'autorisation d'exploitation est déposée contre récépissé auprès des services chargés de la réglementation de la wilaya. Le récépissé de dépôt n'est délivré qu'après vérification de la conformité de la demande. Le récépissé de dépôt ne vaut pas autorisation d'exploitation.
9;Que doit contenir le dossier?;La demande doit indiquer les noms, prénom (s) et adresse personnelle du postulant, ainsi que l'adresse de l'établissement. La demande est accompagnée d'un dossier administratif et technique dont le contenu est fixé par arrêté du ministre de l'intérieur.
9;Procédure de l'enquête publique préalable?;"Les demandes d'autorisation d'exploitation des établissements de divertissements et de spectacles sont soumises à la procédure de l'enquête publique préalable. L'enquête publique vise à mesurer les incidences de l'exploitation de ce type d'établissement sur les aspects liés à la tranquillité, la sécurité, la moralité, l'hygiène et la salubrité publiques du voisinage. L'enquête publique est menée par un commissaire enquêteur désigné par le wali parmi les fonctionnaires classés au moins à la catégorie 15 du statut-type des travailleurs des institutions et administrations publiques. Dès réception du dossier de demande d'autorisation d'exploitation, le wali procède, par voie d'arrêté, à l'ouverture de l'enquête publique dont la durée ne doit pas excéder trente (30) jours. L'arrêté du wali précise: - l'objet de l'enquête; - la date d'ouverture et de clôture de l'enquête; - les modalités pratiques de déroulement de l'enquête (heures, lieux de réception du public, registre des avis et observations des citoyens...); - les noms, prénom (s) et qualité du commissaire enquêteur; - l'emplacement exact de l'établissement projeté; - le périmètre où il sera procédé par voie d'affichage, pour avis au public, à la publicité de l'établissement projeté. Les services concernés par l'autorisation d'exploitation Dès sa réception, la demande d'autorisation, accompagnée du dossier administratif et technique, est transmise pour étude aux services de: - la protection civile; - l'urbanisme et de la construction; - la commune du lieu d'implantation de l'établissement; - la santé; - l'environnement; - le commerce; - la jeunesse. Cette demande est également transmise: - pour enquête et avis aux services de la sûreté nationale ou de la gendarmerie nationale. Les services cités ci-dessus doivent se prononcer dans un délai de trente (30) jours, passé ce délai le défaut de réponse est considéré comme un avis sans objection. Chacun des services suscités procède à l'inspection de l'établissement projeté, notifie à l'exploitant les insuffisances constatées et fixe un délai pour la levée de ces dernières, dans ce cas, le délai de trente (30) jours fixé à l'alinéa précédent est suspendu. A l'expiration de ce délai, les services cités ci-dessus émettent expressément leurs avis qui sont transmis à l'autorité de délivrance de l'autorisation. 4"
9;Quels sont les horaires d'exploitation autorisés pour les cybercafés? pour les établissements de spectacles?;"Art. 23. A l'exception des cybercafés, les horaires d'exploitation des établissements de divertissements s'étalent entre 8.00 heures du matin et minuit au plus tard. Les horaires d'exploitation des établissements de spectacles s'étalent entre 14.00 heures et 6.00 heures du matin au plus tard"". « 1 2... 6 7 8 9 10 11 12... 49 50 »"
10;C'est quoi une activité réglementée?;"Source: CNRC Est considérée, (au sens du décret exécutif n° 97-40 du 18 /01/1997, modifié et complété, relatif aux critères de détermination et d'encadrement des activités et professions réglementées soumises à inscription au registre du commerce), comme activité ou profession réglementée, toute activité ou profession soumise à inscription au registre du commerce et requérant par sa nature, son contenu, son objet et les moyens mis en ouvre, la réunion de conditions particulières pour autoriser son exercice. Le classement d'une activité ou d'une profession dans la catégorie des activités ou professions réglementées est subordonné à l'existence de préoccupations ou d'intérêt primordiaux nécessitant un encadrement juridique et technique appropriés. Les préoccupations et intérêts doivent êtres situés ou liés à l'un des domaines relatifs: A l'ordre public; A la sécurité des biens et des personnes; A la préservation de la santé publique; A la protection de la morale et des bonnes mœurs; A la protection des droits et intérêt légitimes des particuliers; A la préservation des richesses naturelles et des biens publics composant le patrimoine national; Au respect de l'environnement, des zones et sites protégés et du cadre de vie des populations; A la protection de l'économie nationale. « 1 2... 7 8 9 10 11 12 13... 49 50 »"
11;Quels sont les prix réglementées des produits alimentaires?;"A- Produits Alimentaires: 1- Huile et Sucre Blanc: - Décret exécutif n° 16-87 du 1er mars 2016 modifiant et complétant le décret exécutif n° 11-108 du 6 mars 2011 fixant le prix plafond à consommateur ainsi que les marges plafonds à la production, à l'importation et à la distribution, aux stades de gros et de détail de l'huile alimentaire raffinée ordinaire et du sucre blanc. (JO n° 13 du 02 Mars2016) - Arrêté du 28 Août 2011 fixant la liste nominative des membres du comité interministériel chargé de l'examen et de l'évaluation des demandes de compensation des prix de l'huile alimentaire raffinée ordinaire et du sucre blanc. (Jo N° 50 du 11 Septembre 2011) - Décret exécutif n° 11-108 du 06 Mars 2011 fixant le prix plafond à consommateur ainsi que les marges plafonds à la production, à l'importation et à la distribution, aux stades de gros et de détail, de l'huile alimentaire raffinée ordinaire et du sucre blanc. (Jo N° 15 du 09 Mars 2011) 2- Semoules de blé dûr: - Décret exécutif n° 07-402 du 25 décembre 2007 fixant les prix à la production et aux différents stades de la distribution des semoules de blé dur Prix entrée semoulerie du blé dur =2.280 DA/QL. • SEMOULE COURANTE: - Prix sortie usine = 3.250 DA/Ql; -Margede gros = 150 DA/Ql; - Prix de cession à détaillants = 3.400 DA/Ql; - Marge de détail = 200 DA/Ql; - Prix de cession à consommateurs = 3.600 DA/Ql; - Soit le sac de 25 kilogrammes = 900 DA/Ql. • SEMOULE EXTRA: - Prix sortie usine = 3.500 DA/Ql; - Marge de gros = 200 DA/Ql; - Prix de cession à détaillants = 3.700 DA/Ql; - Marge de détail = 300 DA/Ql; - Prix de cession à consommateurs = 4.000 DA/Ql; - Soit le sac de 25 kilogrammes = 1.000 DA/Ql. 3- Lait pasteurise conditionne en sachet: - Décret exécutif n° 16-65 du 16 février 2016 modifiant et complétant le décret exécutif n° 01-50 du 12 février 2001 portant fixation des prix à la production et aux différents stades de la distribution du lait pasteurisé conditionné en sachet. (JO n° 09 du 17 février2016) 25 DA le sachet d'un litre. * Libéralisation des autres conditionnements autres que le sachet. 4- Farine de panification et pains: - Décret exécutif n° 96-132 du 13 avril 1996 portant fixation des prix aux différents stades de la distribution des farines et des pains * Farine Courante: - Prix aux boulangers: 2000,00 DA/quintal; - Prix aux détaillants: 2080,00 DA/quintal; - Prix aux consommateurs: 2180,00 da/quintal. Pain normal: Pain amélioré - 250 g: 7,50 DA; 250 g: 8,50 DA; - 500 g: 15,00 DA. 500 g: 17,00 DA. 5- Eau potable d'assainissement: - Les tarifs sont fixés par le Décret exécutif n°05-13 du 09 janvier 2005 Eau à Usage Agricole: - Les tarifs sont fixés par le Décret exécutif n°05-14 du 09 janvier 2005 définissant les modalités de tarification de l'eau a usage agricole ainsi que les tarifs y afférents."
11;Quels sont les prix réglementées appliqués aux services?;"Les Services: 1- Transports ferroviaires de voyageurs: - Décret exécutif n°98-269 du 29 août 1998 portant actualisation des tarifs de transport de voyageurs assure par la société nationale des transports ferroviaires (SNTF) Actualisation des tarifs: - sur les grandes lignes de +10%; - sur les lignes de banlieue de +20%. 2- Transports ferroviaires des marchandises; - Décret exécutif n° 98-329 du 13 octobre 1998 portant actualisation des tarifs de transport de marchandises assure par la société nationale des transports ferroviaires (SNTF) * Majoration des tarifs de +15% a compter du 1er janvier 1999 et de + 10% a compter du 1er juillet 1999. 3- Transports de voyageurs par taxis automobiles - Décret exécutifn°02-448 du 17 décembre 2002 relatif aux plafonds du transport de voyageurs par taxi automobile. - Tarifs plafonds par kilomètre: 10 DA; - Prise en charge par course: 15 DA; - Stationnement pour attente: 15 minutes- 20 DA; - Transport de bagages (poids supérieur a 15 kg): 6 DA; - Tarifs plafonds par kilomètre et par place: * Taxi collectif intercommunal et inter wilayas: 2 DA; * taxi collectif urbain: 3,50 DA. 4- Transport de voyageurs par route (service ramassage): - Décret exécutif n°96-39 du 15 janvier 1996 portant tarification de transport des voyageurs par route (service ramassage) 5- Loyers applicables aux logements sociaux - Décret exécutif n°98-237 du 28 juillet 1998 portant majoration des taux de loyers applicables aux locaux à usage principal d'habitation appartenant a l'état, aux collectivités locales et aux établissements et organismes en dépendant majoration de 20% des taux des loyers par le décret exécutif n°98-237 du 28 juillet 1998."
11;Quels sont les prix réglementées des produits industriels?;"Produits Industriels: 1- Ciment: - Décret exécutif n° 09-243 du 22 juillet 2009 fixant les marges plafonds de gros et de détail applicables au ciment portland composé conditionné (Jo n° 44 du 26/07/2009). - Décret exécutif n°07-310 du 07 octobre 2007 fixant le niveau de consommation annuelle en électricité et en gaz du client éligible et les conditions de retour du client éligible au système à tarifs. 2- Produits pétroliers raffines, essences, gpl- carburant, gpl, gaz-oil vrac, fuel oil, butane, propane: 1/- Les prix sont fixes par le décret exécutif n°07-60 du 11 février 2007: - Prix de cession entrée-raffinerie, autre que la raffinerie d'Adrar, du pétrole brut destiné au marche national = 12.043,39 DA/tonne; - Prix de cession entrée - raffinerie d'Adrar du pétrole brut, destine au marche national (11.006,06 DA/tonne); Les prix de vente aux différents stades de la distribution, sont: • Prix a la pompe de l'essence super a 23 DA/l, de l'essence normale a 21,20 DA/l, de l'essence sans plomb a 22,60 DA/l, du gpl carburant a 9,00 DA/l, du gpl-vrac a 5,9 DA/kg, du gaz-oil a 13,70 DA/l, fuel lourd a 10/Dal; • Le prix de vente aux utilisateurs d'une bouteille de 13 kg du gaz butane a 200 DA et le prix de vente aux utilisateurs d'une bouteille de 35 kg du gaz propane a 400 DA; 2/- la marge de raffinage du pétrole brut, fixée par le décret exécutif n°05-17 du 12 janvier 2005, a été libérée par le décret exécutif n° 06-06 du 9 janvier 2006. 3/- les modalités de publicité des prix de vente des produits pétroliers, ont ete fixées par l'arrête interministériel du 5 décembre 2002. 3- Gaz naturel: - Décret exécutif n° 10-21 du 12 janvier 2010 modifiant et complétant le décret exécutif n° 07-391 du 12 décembre 2007 fixant les modalités et les procédures pour la détermination du prix de vente, non comprises les taxes du gaz sur le marché national (Jo n°04 du 17/01/2010) - Décret exécutif n°05-128 du 24 avril 2005 portant fixation des prix de cession interne du gaz naturel Le prix de cession interne est fixe par le décret exécutif n° 05-128 du 24 avril 2005. Prix de cession: • a la production d'électricité et a la distribution publique: 780 Da/1000m3; • aux industriels, y compris les autoconsommations des unîtes de liquéfaction et de traitement du gaz, les besoins des unîtes de raffinage et des activités de transport par canalisation: 1.560 DA/1000m3; • a la génération électrique par un producteur d'électricité ne disposant pas d'un réseau de transport de gaz et/ou d'electricite: 1.560 da/1000m3. 4- Gaz naturel comprime (GNC)- carburant-: - Décret exécutif n° 05-313 du 10 septembre 2005.fixant la marge de distribution de détail et le prix de vente du gaz naturel comprime (gnc)- carburant - Marge de distribution: 8,49 DA/Nm3, soit 1,75 DA/l - Prix de vente: 15,72 DA/Nm3, soit 3,25 DA/l."
11;Quels sont les marges réglementées?;"Marges réglementées: Médicaments à usage de la médecine humaine - Arrêté du 28 septembre 2009 modifiant et complétant l'arrêté du 6 mars 2008 fixant les tarifs de référence servant de base au remboursement des médicaments et les modalités de leur mise en ouvre - Décret exécutif n°98-44 du 1er février 1998 relatif aux marges plafonds applicables a la production, conditionnement et a la distribution des médicaments a usage de la médecine humaine. Les marges plafonds sont fixées par le décret exécutif n°98-44 du 1er février 1998, comme suit: - marge de production: fixée a 20%; - marge de conditionnement: fixée a 10%; - marges de distribution de gros: institution de taux dégressifs fixes entre 20% et 10%; - marges de distribution de détail: institution de taux dégressifs fixes entre 50% et 20%. • Les tarifs de référence servant de base au remboursement des médicaments par les caisses de sécurité sociale, sont fixes par l'arrêté du 28 septembre 2009 modifiant et complétant l'arrête du 6 mars 2008 pris par monsieur le ministre charge de la sécurité sociale. • la liste des médicaments remboursables par la sécurité sociale, est fixée par l'arrêté du 28 septembre 2009 modifiant et complétant l'arrêté du 6 mars 2008 « 1 2... 8 9 10 11 12 13 14... 49 50 »"
12;Qu'est ce que la garantie?;C'est l'engagement fourni par l'intervenant, au cours de la période spécifiée de la garantie, de remplacer le produit, le réparé, à ses frais ou le rembourser dans le cas où le produit ne satisfait pas la demande du consommateur.
12;Quels sont les types de garanties?;Il y a deux types de garanties: - Celle que vous donne la loi en toutes circonstances, la garantie légale. - Celle que peut vous donner le commerçant (garantie supplémentaire), en plus de la garantie légale
12;C'est quoi une garantie légale?;La garantie légale: Le professionnel a l'obligation de livrer un bien sans défaut de conformité: en clair, le matériel doit fonctionner correctement et correspondre à ce que vous avez acheté. Si un défaut apparaît dans la période qui suit l'achat, c'est au commerçant de prendre en charge les frais de réparation, de remplacer le produit défectueux ou de le rembourser. Cette garantie s'applique à tous les produits: (le bien,son emballage,ses instructions de montage, (...
12;A partir de quand démarre la garantie légale?;La garantie prend effet à partir de la délivrance du bien ou de la prestation de service.
12;C'est quoi une garantie supplémentaire?;La garantie supplémentaire est proposée par le commerçant, gratuitement. Elle s'ajoute à la garantie légale, elle ne la remplace pas mais elle doit présenter un ou plusieurs avantages supplémentaires par rapport à celle-ci. Souvent, la garantie supplémentaire prolonge la garantie légale.
12;Comment faire jouer la garantie?;"AVANT D'ACHETER: Exigez que le commerçant vous remette les documents obligatoires suivants: * La notice d'emploi; * Le certificat de garantie légale correctement rempli, signé et cacheté; * La facture, ticket de caisse ou du bon d'achat et/ou tout autre document de preuve. Gardez soigneusement tous ces documents. APRES L'ACHAT: 1. Vérifiez que vous êtes encore dans le délais de la garantie (garantie légale ou garantie supplémentaire) Votre machine à une garantie de 2 ans,en plus par exemple de 12 mois de la garantie supplémentaire, vous devez agir dans le délai de trois ans. 2. informez le vendeur: vous devez alors retourner voir le vendeur ou lui transmettre une réclamation écrite ou introduite par tout autre moyen de communication (téléphone, internet,...etc) pour l' informer que votre machine ne fonctionne pas ou ne correspond pas à sa description Attention: Vous devez pouvoir présenter des justificatifs: certificat de garantie, bon de livraison, facture, ticket de caisse,.... etc. En cas de litige ce sera donc au vendeur de démontrer à ses frais dans un délais de dix (10) jour à compter de la date de la réclamation, que le défaut n'existait pas au moment de la vente, et non pas au consommateur de prouver l'inverse. cette constatation contradictoire doit être faite en présence des deux parties ou de leurs représentants. Le vendeur dispose de 30 jour après la date de réception de la réclamation pour réagir, soit la réparer, la remplacer ou la rembourser. 3. mettre en demeure le vendeur: L e délais de 30 jour a expiré, mais le"
12;vendeur fait la sourde oreille?;N'attendez plus. Mettez le vendeur en demeure par lettre recommandée avec accusé de réception ou par tout autre moyen, pour obtenir vos droits. dans ce cas, le vendeur dispose de 30 jours à compter de la date de signature de l'accusé de réception pour l'exécution de la garantie.
12;Ce que vous devez savoir sur la garantie?;Votre produit est en cours de réparation ou
12;remplacement?;la durée de garantie doit être suspendue et prend effet après la remise en état de votre produit. En cas de la revente d'un bien garanti: Le nouvel acquéreur bénéficie de la durée de la garantie restante et des mêmes avantages y afférents.
12;Dans quel cas la garantie ne fonctionne pas?;La garantie ne fonctionne pas en cas de mauvais montage, d'utilisation non conforme, de choc, de modification apportée sur l'appareil… Elle est en général annulée si vous tentez de réparer vous-même ou par un réparateur non agréé avant d'amener l'appareil au vendeur.
12;Quelles sont les durées de garantie par nature du bien?;Durée de garantie par nature du bien (Arrête interministériel du 21 safar 1436 correspondant au 14 décembre 2014 fixant la durée de garante par nature du bien) 6 Mois - Tous types de lecteurs genre (MP3, MP4..) - Jouets électriques à batterie inférieure à 24 volts - Bicyclettes et équipements de protection pour enfant -Planches et patins à roulettes pour enfants - Jouets destinés aux enfants de moins de 36 mois -Balançoires suspendues, anneaux, trapèzes 12 Mois 12Mois - Mini fours posables - Appareils de cuisson (électrique, sous pression, à vapeur, grille….) - Réchauds à gaz (Tabounas …) - Périphériques et récepteurs TV (démodulateur, décodeur…). -Tous types de lecteurs genre (CD-ROM, …) -Machines à pâtes -Robots ménagers à une fonction (hachoir, mixeur, batteur…).. - Cafetières électriques. - Théières électriques - Grilles pain - Articles d'horlogerie - Appareils photographiques et caméscopes - Outils électriques portatifs -Appareils d'enregistrement et de reproduction d'image. - Appareils d'enregistrement et de reproduction du son - Ordinateurs de bureau - Ordinateurs portables - Appareils de projection audiovisuels - Périphériques informatiques et Accessoires (onduleur, souris, web came...) - Imprimantes à aiguille ou à jet d'encre - Imprimantes laser - Imprimantes multi fonction - photocopieuses - Equipements de stockage informatique (disque dure, …) -Télécopieurs - Tablettes tactiles -Appareils de rasage (tondeuse…) - Appareils d'épilation féminine et de beauté -Appareils de lissage des cheveux (séchoir, lisseur, brosse électrique…) - Téléphones portables aux écrans noir et blanc - Téléphones portables multimédias et/ ou Smartphones.. -Téléphones (Fixe et sans fil) - Electropompes - Générateurs de courant -Transformateurs et/ ou stabilisateurs de courant - Batteries et accumulateurs (à l'exception des piles non rechargeables) - Appareils de pesage et de mesurage -Appareils et outillages de bricolage (Ponceuses-Décapeurs, perceuses, raboteuses,……) -Alarmes, vidéosurveillances, interphones - Appareils de protection et de lutte contre l'incendie -Outillages de jardin - Instruments de musique -Jouets électriques à batterie supérieur à 24 volts -Vélos et équipements de protection pour adulte - Consoles de jeux vidéo et accessoires -Tensiomètres. - Glucomètres. 18Mois - Machines à coudre et à tricoter et appareils analogues 24Mois - Cuisinières - Fours encastrables - Tables de cuisson -Micro-onde « 1 2... 9 10 11 12 13 14 15... 49 50 »
13;Quels sont les principales obligations découlant de l'inscription au registre du commerce?;"Les principales obligations découlant de l'inscription au registre du commerce: 1-Pour les personnes physiques: -Le respect de l'activité énoncée au registre du commerce; -La modification du registre du commerce en cas de changement soit de l'activité exercée, du lieu d'implantation, ou du statut juridique du commerçant (perte des droits civiques, décès,...); -Procéder aux publicités légales obligatoires pour informer les tiers sur l'état et la capacité du commerçant, l'adresse du principal établissement d'exploitation effective de son commerce et l'appartenance du fonds de commerce -La tenue des livres de commerce; -Le Payement des cotisations sociales; -L'acquittement des droits et redevances fiscales. -Le respect de l'activité énoncée au registre du commerce; 2-Pour les personnes morales: La modification du registre du commerce en cas de modification des statuts: -Changement, extension ou réduction de l'objet social; -Augmentation ou diminution du capital social; -Changement du /ou des gérant(s), ou des membres du conseil d'administration,...; -Changement du lieu d'implantation de la société. -Changement de la forme juridique et la dénomination. -La tenue des livres de commerce; -Le payement des cotisations sociales; -L'acquittement des droits et redevances fiscales; -La désignation d'un commissaire aux comptes; -La publicité annuelle obligatoire des comptes sociaux de la société au bulletin officiel des annonces légales (BOAL). « 1 2... 10 11 12 13 14 15 16... 49 50 »"
14;Quelles sont les infractions concernées?;Toutes les infractions aux règles suivantes sont concernées: · La sécurité et la santé des consommateurs · La sécurité, la conformité des produits et services · Les pratiques commerciales et les prix: soldes, publicité trompeuse, affichage des prix, etc
14;A qui s'adresser en cas de litige?;Vous pouvez toujours vous adresser au président de l'APC qui est un officier de police judiciaire. Mais le plus logique est de saisir la direction de Wilaya du Commerce sur le territoire de laquelle les faits ont été commis. En effet, la direction du Commerce est compétente quasiment pour toutes les infractions relatives à la protection des consommateurs. Si d'autres administrations sont plus spécialisées, comme les bureaux d'hygiène, la direction du commerce vous orientera vers elles ou transmettra le dossier.
14;Comment faire?;La procédure est très simple: la direction de wilaya du commerce peut être saisie sur simple requête: vous adressez un courrier simple dans lequel vous relatez très précisément les faits et l'objet de votre doléance.
14;Quelles sont les conséquences?;La direction de wilaya du commerce réagit dès réception de votre courrier. Elle va examiner votre requête pour déterminer la nature des faits dénoncés, vérifier qu'il s'agit d'une infraction à la loi et étudier le bien-fondé de votre demande. Elle peut diligenter une enquête qu'elle va confier, selon les cas, à une brigade d'agents de la répression des fraudes ou de la concurrence et des enquêtes économiques. A l'issue de l'enquête, s'il s'avère que la requête est fondée et l'infraction établie, la direction de wilaya de commerce adoptera une démarche différente selon les cas. 1 - Mesures préventives: La direction de wilaya de commerce, comme les officiers de police judiciaire et les agents spécialisés, peut intervenir de façon préventive pour éviter des dommages et stopper la commercialisation de produits non conformes ou dangereux: - R efus temporaire d'admission aux frontières - Consignation des produits non conformes jusqu'à leur mise en conformité - Saisie - Retrait temporaire ou définitif de la mise à la consommation d'un produit - Destruction des produits non conformes - Suspension temporaire ou définitive de l'activité du contrevenant
